canonical_form,surface_forms,unit_type,pos,sense_id,meaning_fr,meaning_fr_official,meaning_fr_alt,contexte_en,fr_status,definition_en,occurrences,book_count,dispersion,zipf_need,aoa_component,fr_opacity,sense_surprise,confidence,score_comprehension,score_reuse,score_default,needs_review,recovery_route,recovery_reason,candidate_senses,review_action,pknown_test,aoa_test,cefr_test,zipf_wordfreq_en,zipf_freqzipfus
let someone go,let you go,mwe,VERB,mwe-custom-v1:e0d967009aa41bc3,,licencier,renvoyer/congédier,"What . . . when . . . ? [Not important] . . . St. Paul’s let me go, okay, so we’ve had to / tighten our belts and we’re figuring out— Why would they let you go? —that’s not [important]—I’m not getting my pension now, they could fire me before it kicked in, all right / so now— They can take away / your pension—?",auto_corroborated,to dismiss someone,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
there you go,there you go,mwe,OTHER,mwe-custom-v1:95c9dd6b2572aedc,,voilà,et voilà,"Mission accomplished . . . It’s pretty big, right? I gotcha, Mom, there you go . . . Definitely bigger than your last place. Is there some kinda construction going on upstairs?",auto_corroborated,"used to indicate that something has just been successfully done, arranged, or completed for someone",1,1,1,0.6,0.5,0.9,0.5,0.91,0.573,0.625,0.599,False,,,,,,,,,
there you go,there you go,mwe,OTHER,mwe-custom-v1:442b00ca056f824b,,tu vois,voilà/tu as ta réponse,"[Man, you’re a piece of work.] I don’t write them down in the morning . . . See? . . . there you go . . . Well whatever it was, couldn’t a been scarier than the— (Laughing)",auto_corroborated,Expressing that the conclusion is the same as it was suggested before; the other party's statement actually implies the same thing as one's own idea.,1,1,1,0.6,0.5,0.9,0.5,0.95,0.573,0.625,0.599,False,,,,,,,,,
there you go,there you go,mwe,OTHER,mwe-custom-v1:75804d4cc8a8a6f4,,voilà,comme ça/c'est bien,"Yeah, no I’m on it, this week I’ll put some up. Richard descends the staircase with the paper towels. You feeling good, Mom? . . . now you can rest . . . there you go . . . (Seeing Richard clean up the last of the spill) Thanks, Rich . . . we got most of it . . .",auto_corroborated,"used reassuringly to indicate that someone is now settled, comfortable, or in a satisfactory state",1,1,1,0.6,0.5,0.9,0.5,0.93,0.573,0.625,0.599,False,,,,,,,,,
there you go,there you go,mwe,OTHER,mwe-custom-v1:7a6fc58fcb4e253d,,voilà,comme ça/c'est bien,"good. Lemme get her to the bathroom before we go . . . c’mon, Mom . . . there you go . . . Deirdre helps Momo into the bathroom as Aimee ascends the stairs and proceeds to put on her coat. I’m gonna go for a walk around the block . . .",auto_corroborated,"You have done it, or are doing it, correctly.",1,1,1,0.6,0.5,0.9,0.5,0.94,0.573,0.625,0.599,False,,,,,,,,,
up and running,up and running,mwe,OTHER,mwe-custom-v1:1a698d5347930883,,,,"—yeah, because for a while / I was— You don’t have to tell them . . . —it’s fine—in my early thirties—I was depressed for a bit, so—I’m fine now, just took me a while to get up and running again, but . . . I’ve been better for years, it’s why I’m comfortable talking about it . . . You take medicine for that? Dad, that’s rude / to ask—",pending,"operational , in operation",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,True,,,,,,,,,
smart-ass,smart-ass,mwe,NOUN,mwe-custom-v1:dc0678f981bb5574,,petit malin,monsieur-je-sais-tout/malin,"Small beat as they eat. Trust funds? No . . . not trust funds, / smart-ass . . . What—too soon? Too soon? . . . Yes, too soon . . .",auto_corroborated,"a cheeky, annoyingly clever person who behaves like a know-it-all",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
smart-ass,smart-ass,mwe,NOUN,mwe-custom-v1:1455f70fed004186,,petit malin,malin/sarcastique,"Brigid, still miffed by Erik’s tough love, goes to the kitchen area. . . . yeah, and I hope she visits you tonight in your sleep and casts an evil spell / on you— Oh yeah, smart-ass?— Erik stops Brigid and bear-hugs her, making her laugh involuntarily. Stop! Dad! Oh now you wanna be compassionate?!",auto_corroborated,"a cheeky or sarcastic person, especially one whose clever remarks are irritating",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
piece of work,piece of work,mwe,NOUN,mwe-custom-v1:7c96814732be945a,,sacré numéro,cas/personne pas possible,"(Smiling, to Brigid) Hey, no I forget mine if [Man, you’re a piece of work.] I don’t write them down in the morning . . . See? . . . there you go . . .",auto_corroborated,"A person who has a strong and unusual personality , especially one with seriously unpleasant character flaws.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
piece of work,piece of work,mwe,NOUN,mwe-custom-v1:bf9e3bf0cec4f236,,sacré numéro,cas/personne difficile,"imagine her as a teenager, Deirdre puts batteries into two she was a piece of work, she flashlights and the lantern. loved teasing me because",auto_corroborated,"A person who has a strong and unusual personality , especially one with seriously unpleasant character flaws.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
piece of work,piece of work,mwe,NOUN,mwe-custom-v1:290dcca312baa30e,,sacré numéro,cas/personne particulière,the . . . [anyway . . .] A wind-up radio? . . . she’s a piece of work . . . [anyway] . . . . . . so when—,auto_corroborated,"A person who has a strong and unusual personality , especially one with seriously unpleasant character flaws.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
piece of work,piece of work,mwe,NOUN,mwe-custom-v1:5e7f46b1241ff2ed,,sacré numéro,cas/personne pas possible,"in this family can handle honesty . . . You are a piece of work . . . God bless you, you are . . . No you’re right, Bridge, dinner is the perfect place to discuss what we should do with your dead body . . . / thank you . . . I hate you all.",auto_corroborated,"A person who has a strong and unusual personality , especially one with seriously unpleasant character flaws.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
put the spotlight on someone,put the spotlight on,mwe,VERB,mwe-custom-v1:f258bbe7bab3d24e,,,,"Mom, you remember Aimee and Brigid, these are your granddaughters . . . Momo picks up the serving spoon in the sweet potatoes and is about to take a bite—Erik catches her in time, removes the serving spoon from her hand . . . Don’t put the spotlight on her . . . We’re happy you’re here, Momes. Guys, dig in, don’t wait . . . They start to eat, pass the food around the table.",pending,to draw conspicuous attention to someone or make them the focus of other people's attention,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,True,,,,,,,,,
make it through,make it,mwe,VERB,survive.v.02,,tenir jusqu’au bout,arriver au bout de/surmonter,"I know, but— I know, I know . . . Ahhh . . . [will we make it through dinner?] Can I get you anything? uh-huh . . .",auto_corroborated,"to successfully endure or get through a difficult period, event, or experience",1,1,1,0.6,0.5,0.9,0.5,0.98,0.573,0.625,0.599,False,,,,,,,,,
put up with,putting up with,mwe,VERB,mwe-custom-v1:7d9a06c2b0e8cc0d,,supporter,tolérer/endurer,"Mom, Chinese people. The laundry-room noise dies down. Having all this space makes it worth it . . . putting up with the noise. (Clearing plates) . . . you done, Mom?",auto_corroborated,"To endure , tolerate , suffer through, or allow, especially something annoying.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
all over the place,all over the place,mwe,OTHER,mwe-custom-v1:0a45367af12b234c,,,,"Eriks stops staring out the window. Momo’s focus remains primarily fixed toward the floor. Uh . . . she’s still got her good days, you know? . . . yesterday she was pretty with it for most of the morning, but now she’s [all over the place] . . . I dunno where she goes . . . I tried to do her hair, I want her to look good, / you know? She does . . .",pending,Inconsistent; lacking a clear pattern; with a large amount of variation.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,True,,,,,,,,,
messed up,messed up,mwe,ADJ,mwe-custom-v1:b100ab582a38c320,,perturbé,mal dans sa peau/psychologiquement fragile,"[Oh God . . .] That’s an elegant thesis, Dad. Well, no, no, it’s a good point, I just don’t think being messed up is necessarily linked to how much money is in your bank account. Of course . . . Yeah, but it can shift your",auto_corroborated,"psychologically troubled, emotionally disturbed, or dysfunctional",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
bring oneself to do something,bring himself to,mwe,VERB,mwe-custom-v1:611df967f78667ef,,se résoudre à,se décider à/parvenir à se forcer à,"to quit driving, Rich, refused, but . . . six years ago?, Erik couldn’t bring himself to take the keys from her, so he got her to take a driver’s exam so",auto_judged,"to manage to make oneself do something despite reluctance, difficulty, or emotional resistance",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
out of thin air,out of thin air,mwe,ADV,mwe-custom-v1:971d121bee13e835,,de nulle part,à partir de rien/comme par enchantement,"bathroom door, let that light spill into— Richard, that’s not a very good solution to the problem— Well, I’m not a magician, do you want me / to make a light bulb appear out of thin air? Well hey, how—Rich . . . how ’bout, there’s an LED lantern in our care-package . . . lemme get that out so it’s not like a cave up there . . . problem solved . . . Uh, sure . . . thanks, Deirdre.",auto_corroborated,From nowhere or nothing; from a non-existent or unknown source.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
roll one's eyes,rolls her eyes,mwe,VERB,mwe-custom-v1:982fa35bb9aac3c5,,lever les yeux au ciel,rouler des yeux,"much is—[wow, that’s a lot] . . . yeah . . . Erik wanders away from Aimee to finish the call with some privacy. He finishes the call—including giving the car company his cell phone number—with his back to us, he’s half-audible, not decipherable. Aimee rolls her eyes at Erik ordering the van, she finds it amusing, she goes downstairs. Deirdre quickly recovers from her crying spell once she hears Aimee coming downstairs. Dessert is on the way . . . Thank you . . . so is a car . . .",auto_corroborated,"To deliberately turn one's eyes upwards, usually to indicate disapproval, indifference or frustration.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
fall apart,fall apart,mwe,VERB,mwe-custom-v1:573180cba45377b6,,s'écrouler,ne plus fonctionner/se désorganiser,"You’re not, Mom. You’re good though? I am, yeah . . . my bosses are—I’m an office manager, Rich, I’ve been with the same company since right outta high school . . . Whole place would fall apart without her— . . . yeah, well my salary doesn’t reflect that, and these new kids they hired, I’m working for two more guys in their twenties, and just ’cause they have a special degree they’re making five times what I make, over forty years / I’ve been there, Rich . . . Wow, forty years . . . ?",auto_corroborated,"of an organization, workplace, or system, to cease functioning effectively or lose its internal cohesion",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
fall apart,fallen apart,mwe,VERB,fall_apart.v.01,,s'effondrer,craquer/se briser intérieurement,"—hey, I’m working it out, / I love your mom, we’re good . . . Brigid isn’t sure what to do; something’s fallen apart for her, thoughts spinning . . . UPSTAIRS: Hearing their argument, Deirdre heads for the staircase. Richard attends Momo. No, I’m glad you’re working it out but—",auto_corroborated,lose one's emotional or mental composure,1,1,1,0.6,0.5,0.9,0.5,0.98,0.573,0.625,0.599,False,,,,,,,,,
Jesus Christ,Jesus Christ,mwe,OTHER,mwe-custom-v1:1c13838ed2252a30,,mon Dieu,Jésus-Christ,"(Offstage) (Offstage) . . . Mom . . . / Jesus Christ . . . . . . nairywheres do we blag werstrus, doll sezzer big",auto_corroborated,"an exclamation expressing shock, alarm, or exasperation",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
Jesus Christ,Jesus Christ,mwe,OTHER,mwe-custom-v1:5bb24f813218bfa4,,Jésus-Christ,mon Dieu,"(Offstage) What happened? Is she okay? . . . Jesus Christ . . . yeah, God . . . Erik returns, guiding Momo back to her wheelchair. Deirdre helps. Momo is fine.",auto_corroborated,"an exclamation expressing strong emotion, especially shock or exasperation",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
for good,for good,mwe,ADV,permanently.r.01,,pour de bon,à jamais/définitivement,"Here, give it to me, you’re gonna end up asking me to finish . . . Erik hands her his phone. “Dear Aimee and Brigid, I was clumsy around you both today and felt confused. I couldn’t remember your names and felt bad about that. It’s strange, slowly becoming someone I don’t know. But while I am still here, I want to say: don’t worry about me once I drift off for good. I’m not scared. If anything, I wish I could’ve known that most of the stuff I did spend my life worrying about wasn’t so bad. Maybe it’s because this disease has me forgetting the worst stuff, but right now I’m feeling nothing about this life was worth getting so worked up about. Not even dancing at weddings.” (The Blakes smile. They have inside understanding of this remark) “Dancing at weddings always scared the crap out of me, but now it doesn’t seem like such a big deal. This is taking me forever to type. Consider this my fond farewell. Erin go bragh. Dance more than I did. Drink less than I did. Go to church. Be good to everyone you love. I love you more than you’ll ever know.”",auto_corroborated,In a way that is conclusive and final.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
can't wait,can’t wait,mwe,VERB,mwe-custom-v1:0321d78dbbeefec8,,avoir hâte de,être impatient de,"Uh, no, not until the sewers get put in . . . doesn’t make sense to build with a septic system if they’re gonna be putting in sewers soon. (Coming down the stairs) The sooner the better, I can’t wait for a lake-house Christmas. (Handing her a glass of wine) Red, right?",auto_corroborated,To eagerly anticipate; to find it hard to wait for a forthcoming pleasurable event.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
can't wait,Can’t wait,mwe,VERB,mwe-custom-v1:2ee0f4334c461b43,,avoir hâte de,être impatient de,"I thought maybe Brigid was making the pig-smash up, but— Oh no, it’s real . . . Can’t wait to see how it works . . . It’s not Thanksgiving without it . . . (Hugging Deirdre)",auto_corroborated,To eagerly anticipate; to find it hard to wait for a forthcoming pleasurable event.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
make fun of,make fun of,mwe,VERB,mwe-custom-v1:9a8623c6a8be63ca,,se moquer de,tourner en ridicule/ridiculiser,"She forwarded a Scientific American article about how . . . nothing’s solid; when you’re touching a table, you’re really feeling its molecules bouncing against—we’re not even solid, we’re, what . . . electrons / pushing back against everything . . . ? Electrons, yeah . . . it also had vague religious overtones, there was a poem at the bottom in about ten fonts about how we already are a part of everything, how— Hey don’t make fun of your mom, / no, I’m serious— Dad, come on, it was a little crazy— We’re making fun of the e-mail . . .",auto_corroborated,"To tease , ridicule or make jokes about, generally in a pejorative manner.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
make fun of,making fun of,mwe,VERB,mwe-custom-v1:57d13623e46d4f19,,se moquer de,tourner en dérision/ridiculiser,"Hey don’t make fun of your mom, / no, I’m serious— Dad, come on, it was a little crazy— We’re making fun of the e-mail . . . —it was like: “Happy Tuesday, oh and just FYI: at the subatomic level, everything is chaotic and unstable . . . love, Mom.” You have to start writing her back, okay? / I mean it . . . even to stuff like that . . .",auto_corroborated,"To tease , ridicule or make jokes about, generally in a pejorative manner.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
keep an eye on,keep an eye on,mwe,VERB,watch.v.02,,surveiller,garder un œil sur/veiller sur,"(Calling up) Everyone okay up there? We’re fine, babe, just keep an eye on the oven, we’ll be down in a minute. You got it. Have you complained to her about the noise?",auto_corroborated,"To watch and pay attention to, in case of misbehaviour or mishap.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
put one's feet up,put your feet up,mwe,VERB,mwe-custom-v1:a235f053d2d7db94,,se détendre,se reposer/prendre ses aises,"Sorry you’re not sleeping, Big Guy . . . I’m fine. . . . do you want to put your feet up and take a quick nap before dinner?— (Amused by her worry) No way, are you kidding me?, / no . . .",auto_corroborated,To relax.,1,1,1,0.6,0.5,0.9,0.5,0.98,0.573,0.625,0.599,False,,,,,,,,,
hang in there,hanging in,mwe,OTHER,persevere.v.01,,tenir bon,persévérer/s’accrocher,"Small beat. And how’s Aunt Mary? She’s hanging in there, God love her . . . they got this contraption now to help load her into the pool but—Rich, this is their aunt who had both knees replaced, / I drive her to her physical therapy . . . (Indicating the crudités platter) Pass the . . .",auto_corroborated,used to encourage someone to keep coping and persevering despite difficulty,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
Statue of Liberty,Statue of Liberty,mwe,NOUN,statue_of_liberty.n.01,,Statue de la Liberté,,"world but I’ve never even, you know, I’d never seen the Statue of Liberty, never seen the . . . [anyway . . .] A wind-up radio?",auto_corroborated,a large monumental statue symbolizing liberty on Liberty Island in New York Bay,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
fall off the wagon,fell off the Weight Watchers wagon,mwe,VERB,mwe-custom-v1:078ab81beecb902c,,replonger,abandonner son régime/craquer,"This pisses Erik off, but he ignores Deirdre. Richard joins the table. So what we’ve got is—this is rugelach, vanilla cupcakes, a chocolate croissant . . . Wow . . . well today I officially fell off the Weight Watchers wagon, so . . . man, these all look good . . . hmm . . . I’ll have, uh . . . Give her the one with all the frosting, that’s the one she wants. Beat. That was the one Deirdre wanted, but now she’s too stung.",auto_corroborated,To cease or fail at a regimen of self-improvement or reform; to lapse back into an old habit or addiction.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
cut it out,cut it out,mwe,OTHER,cut_off.v.04,,arrête,arrête ça/cesse,"Right, you’ve got no choice but to collect unemployment / while you try to—it’s not unfair for you to get some marketable skills— That’s not fair—I can’t get a Hey easy, cut it out. Stop it, break if I’m working both of you, stop, this is on me",auto_corroborated,an imperative telling someone to stop doing something annoying or objectionable,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
a weight lifted off one's chest,lifted off,mwe,VERB,mwe-custom-v1:a6aa31faa4e51b12,,,,"He goes into the kitchen and splashes some water on his face. He can’t quite believe it. He can’t quite grasp it. Rattled, the event’s released something for him—a strange weight’s been lifted off his chest. He takes deep breaths, trying to ground himself. This should all last at least fifteen seconds.",pending,to feel a strong sense of relief as though a burden or worry has been removed,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,True,,,,,,,,,
could care less,could care less,mwe,OTHER,mwe-custom-v1:909a2a6a3a9f976c,,s'en moquer,ne pas s'en soucier/s'en ficher,"In the other room, Richard pours champagne into the plastic cups. We only have plastic cups, but the good news is the bar is set very low if we ever host again. We could care less . . . Thank you, Richard . . . champagne’ll make the cups",auto_corroborated,To not care at all; to have no concern or interest; to be apathetic.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
push it,pushing it,mwe,VERB,mwe-custom-v1:150758df3e58654d,,aller trop loin,pousser trop loin/abuser,"Nor dementia . . . —you / sornum never back . . . Okay, now you’re pushing it . . . Brigid . . . (Smiling)",auto_corroborated,To make an extraordinary or risky effort; to behave in a way which tests the limits; to expect too much.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
make light of,make light of,mwe,VERB,mwe-custom-v1:28cf83e6c4c17811,,prendre à la légère,tourner en plaisanterie/plaisanter sur,"No, she’s fine—be nicer to your mom, babe. Thanks, Rich. Brigid goes to the kitchen, frustrated. Richard follows her. We can glimpse them having a controlled-but-heated conversation. Erik raises his eyebrows, tries to make light of this. Anything I say makes her [annoyed] . . . Yeah? Well who does she remind you of?",auto_corroborated,To regard without due seriousness ; to joke about.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
get a grip,Get a grip,mwe,OTHER,mwe-custom-v1:f8e51477cf77a106,,se maîtriser,reprendre ses esprits/se ressaisir,"Whoa, Mom, are you okay? Yeah I’m just happy to be with my girls, sorry . . . They eat. Brigid mouths, “Get a grip . . .” to herself. Erik cracks open another beer. One thing I learned, Rich—and the older I get I see this—it’s that having too much money—it can be just as bad for you as, you know, not having enough, / you know? Gotta be careful . . .",auto_corroborated,"( idiomatic , chiefly imperative ) To come to one's senses and become more rational after having experienced a strong emotion.",1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
in one's head,in my head,mwe,OTHER,mwe-custom-v1:a395578c3010cc0a,,dans sa tête,dans son esprit/dans son imagination,(Smiling) Out of / your backyard? . . . . . . my backyard? . . . like it got twisted into an ice-cream cone? . . . in my head it was so normal . . . They drink. Audible-but-indecipherable conversation from Aimee and Brigid in the kitchen. In mine there was this one other weird thing I . . . [remember] . . .,auto_corroborated,Within one's imagination ; without basis in reality .,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
none of someone's business,None of your business,mwe,OTHER,mwe-custom-v1:cad48f9a63372591,,ça ne regarde pas quelqu'un,ça ne le concerne pas/ce ne sont pas les affaires de quelqu'un,"What’s going on in there? (Offstage) None of your business! They drink. Tunnels are—in my class we got this list of primitive settings?—tunnels and caves, forests, the sea . . . stuff so a part of us it’s . . . you know, two hundred thousand years ago . . . someone might’ve . . . closed their eyes and . . . seen a similar kind of [image] . . . ?",auto_corroborated,A matter that someone is not entitled to be involved in or informed about.,1,1,1,0.6,0.5,0.9,0.5,0.99,0.573,0.625,0.599,False,,,,,,,,,
bridge the gap,bridge the gap,mwe,VERB,mwe-custom-v1:d5090711b0fee716,,combler le fossé,faire le lien/rapprocher,"Yeah, I want some air, Dad. Erik nods. Aimee ignores him as she puts on her coat. Erik searches for something to bridge the gap, to stop her from going. I’ve been losing sleep trying to—I was saying to Father Quinn in how . . . / just thinking about losing you guys gets me thinking about . . . What’re you [saying?] . . .",auto_corroborated,To serve as or create a connection between disconnected or disparate things.,1,1,1,0.6,0.5,0.9,0.5,0.98,0.573,0.625,0.599,False,,,,,,,,,
look for,Looking for/look for/looking for/looks for,mwe,VERB,search.v.01,,chercher,rechercher,"In here? I wanna check the score of the game. Yeah . . . but now, yeah, now lean in . . . Erik sits in the window ledge trying to get reception. Brigid looks for toilet paper. The sheets were covered in sweat last night . . . I dunno if he’s having nightmares or what— Has he tried . . . Rich sometimes takes a sleeping pill, I can ask him what kind of / medicine— || (Rubbing Aimee’s back) You’ll find someone new . . . Oh yeah, the meds she’s on—she gets in three good naps a day / . . . where’s her—do you mind looking for her blanket? Deirdre helps adjust Momo on the couch. Brigid goes in search of the blanket. I mean it, hey, I’m serious, you’re gonna find someone new—",auto_corroborated,"try to locate or discover, or try to establish the existence of",6,6,6,0.6,0.5,0.7,0.5,0.99,0.584,0.595,0.589,False,,,,,,,,,
go on,going on,mwe,VERB,happen.v.01,,se passer,avoir lieu/arriver,"I would’ve sent you a care-package . . . Yeah, and a bunch of text messages asking about my bowel movements. I just wanna know what’s / going on. You know we’d do anything for you, right?— I know, I know . . . I know, I do . . . || . . . [I] can’t believe people wanna watch that stuff at night / when there’s— She hates anything with blood or gore— —yeah, well there’s enough going on in the real world to give me the creeps, / I don’t need any more . . . That’s like—I bet she’d appreciate—there’s this comic book called Quasar . . . I was obsessed with it as a kid, / it’s about this— You’re still obsessed with / Quasar, he won’t throw them out . . .",auto_corroborated,To happen (occur).,5,5,5,0.6,0.5,0.7,0.5,0.99,0.579,0.595,0.587,False,,,,,,,,,
grow up,grew up/growing up,mwe,VERB,grow_up.v.01,,,,"Yeah, we’ve gone on four of ’em now, to Halifax and Mexico . . . you ever been on one? UPSTAIRS: Brigid pauses at the top of the staircase to listen . . . Uh, not on one of those big ships, but . . . I sailed with my family growing up. We try to get the girls to come but they think it’s pretty lame, you know? Yeah, we know it’s cheesy but we like it ’cause they take care of everything, you feel taken care of . . . || Well . . . I’m sorry, if— [It’s fine.] . . . makes you wonder if—the kind of faith we grew up with . . . it’s not perfect but you take for granted what a, a, a kinda natural antidepressant it is . . . No religion at the table— Hey, my mouth is shut, you know / where I stand . . .",pending,become an adult,5,5,5,0.6,0.5,0.7,0.5,1.0,0.579,0.595,0.587,True,,,,,,,,,
clean up,clean up/cleaned up/cleans up,mwe,VERB,tidy.v.01,,nettoyer,remettre en ordre/ranger,"Sorry about that, Rich, I got it, I got it . . . Don’t worry about it— More knocking. Richard opens the door as Erik cleans up his spill. Aimee wheels Momo inside. Welcome . . . / come on in . . . || Richard descends the staircase with the paper towels. You feeling good, Mom? . . . now you can rest . . . there you go . . . (Seeing Richard clean up the last of the spill) Thanks, Rich . . . we got most of it . . . Okay, no problem . . .",auto_corroborated,To make an area or a thing clean ; to pick up a mess ; to tidy .,5,5,5,0.6,0.5,0.7,0.5,0.98,0.579,0.595,0.587,False,,,,,,,,,
figure out,figure it out/figure out/figuring out,mwe,VERB,solve.v.01,,comprendre,trouver/trouver une solution,"Erik takes a sip of beer. What? . . . [no, nothing important] . . . you know the ones where you need a minute just to . . . figure out it isn’t / actually [real] . . . Oh, sure— Knocking at the downstairs door startles Erik a bit—he spills his beer. Richard moves to help— || Dad, Rich can drive it in tomorrow or—you should bus it into the city and help us paint this weekend, okay? We’ll put you to work, just / take the car . . . Yeah, just, I’m not used to driving on Thanksgiving, Rich— No worries—Bridge, should we re-park the car? I think it’s street cleaning in the morning but . . . we’ll figure it out . . . Brigid mouths “Thank you, I love you” into Richard’s ear. They kiss. Their affection for each other triggers something in Erik—embarrassment that Richard needed to take care of him? Nostalgia for his own early romance with Deirdre? The stage picture should subtly highlight Brigid and Richard’s flawed-but-alive connection and a gulf between Erik and Deirdre. Erik decides to go upstairs.",auto_corroborated,To come to understand; to discover or find a solution; to deduce.,4,4,4,0.6,0.5,0.7,0.5,0.99,0.573,0.595,0.584,False,,,,,,,,,
pick up,pick up/picking up/picks up,mwe,VERB,pick_up.v.01,,ramasser,prendre/soulever,"Erik turns the lantern off, places it on the counter. He begins to pick up the pots The main upstairs door opens and pans . . . || She exits. Erik finds the blanket near the couch. Puts it on the table. He goes back to picking up the pots and pans that fell. Having cleaned up the pots and pans, Erik searches for the specific pan they brought; finding it, he exits the kitchen and places the pan on the table by the blanket when— All of the downstairs lights flicker out.",auto_corroborated,take and lift upward,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
cheat on,cheated on/cheats on,mwe,VERB,cheat_on.v.01,,tromper,être infidèle à,"You loved it. What was scary about it? This housewife cheats on her husband, right?—and he comes home from work and asks her how her day was and—I mean what can she say? “Today I cheated on you and contracted the HIV-virus, honey, how was your day?” . . . can you imagine? You’re trying to be a comedian . . . / no more wine for you— No, she’s fine—be nicer to your mom, babe. || You loved it. What was scary about it? This housewife cheats on her husband, right?—and he comes home from work and asks her how her day was and—I mean what can she say? “Today I cheated on you and contracted the HIV-virus, honey, how was your day?” . . . can you imagine? You’re trying to be a comedian . . . / no more wine for you— No, she’s fine—be nicer to your mom, babe.",auto_corroborated,be sexually unfaithful to one's partner in marriage,3,3,2,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
turn on,Turning on/turns it on/turns on,mwe,VERB,switch_on.v.01,,allumer,mettre en marche/activer,"Uh, sure . . . thanks, Deirdre. Deirdre goes upstairs. Brigid turns on the light in the bathroom and opens the door; Aimee opens the care-package box. You bought us a lantern? (Calling up) || Man, I can’t even [imagine] . . . / it’s just crazy . . . (Turning on the lantern) There we go . . . . . . yeah . . . well . . . what’s",auto_corroborated,"To power up, to put into operation, to start, to activate (an appliance, light, mechanism, functionality etc.).",3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
move in,move in/moved in/moving in,mwe,VERB,move_in.v.03,,emménager,venir habiter/s’installer ensemble,"Well I’m telling you if they got married it— (Brigid sighs) —hey, it’s why I don’t like you and Rich moving in together / before making a real commitment— I know, I’ve heard your reasons, / but we put this to rest, yeah? . . . —marriage can help you weather a storm, that’s all—yeah, hey / I’m sorry if I’m [being pushy]— || Uh, how about . . . and cons . . . to move in or not to move in . . . Aimee, his lists . . . I found one posted Deirdre helps Richard in the",auto_corroborated,move into a new house or office,3,3,3,0.6,0.5,0.7,0.5,0.99,0.566,0.595,0.58,False,,,,,,,,,
